text;label;;;;;
tell dark jokes sakit yatim sara;-1;;;;;
suka ngerti beda satir sarkas dark jokes cari aman;1;;;;;
broke girls dunia sensitif dirty dark jokes ditanggepin santuy;-1;;;;;
dikit bawa dark power apa sirkel tantang petenteng nganggep guyon oran;-1;;;;;
kaijose valid debat isi dark jokes;1;;;;;
dark jokes kuat baca;1;;;;;
dark jokes terbaiq lucu;1;;;;;
ikut family guy series kartun penuh dark jokes kadang super tega this how roast celebrit;1;;;;;
twat dark jokes offensive;-1;;;;;
gue aneh temen gue baca dark jokes grup chat pancing marah gue baca;-1;;;;;
jenis lele suka dark jokes cokiparlele;1;;;;;
mood dark jokes lucu;1;;;;;
ketawa teman bahas dark jokes perihal tua pas motor pulangdalam hati enak;1;;;;;
thetruth aneh cok sisi teriak ras rasisme canda sisi;-1;;;;;
dark jokes gelap gelap hyung;-1;;;;;
tetap tertawa pandemi mcdanny dark jokesnya sensor clean;1;;;;;
maaf gue suka dark jokes dick jokes meme mu;1;;;;;
kasih dark jokes ganti istri anjim gelap banget njirrr;1;;;;;
tiktok banget anjing dark jokes goblok mampus punchlinenya lucu liat kaya niat;-1;;;;;
hitam dark jokes;-1;;;;;
lawa murah kaum dark jokes;1;;;;;
cki trtan lucu pas suka ngeroasting yutuber sekarang jokesnya gua pribada;1;;;;;
moat mazak banana intehai ghatiya harkat kuch pia crash jokes crack dark humor sabit rhe thy kuch;1;;;;;
tim kreatif mikir emang sengaja dark jokes gin parah parah;1;;;;;
dark jokes aot kadang lucu kadang ofensif banget theres between;1;;;;;
dark jokes ledek kurang nama dark jokes jatuh;-1;;;;;
day online comedy festival presiden ajar podcast battle dark jokes desmber;1;;;;;
nadila keluar dark jokes;-1;;;;;
jkt mentang mentang grad keluar dark jokes pas mc;1;;;;;
nadila hobi banget dark jokes lucu;1;;;;;
serius yak main medsos dijelasin sarkas;1;;;;;
moat mazak banana intehai ghatiya harkat kuch pia crash jokes crack dark humor sabit rhe thy kuc;1;;;;;
maaf jbjb bener banget sering bikin dark jokes begitu daichi dead fans;-1;;;;;
oned gais teori nonton konser nabung kann orientasi ken nonton konser;0;;;;;
oned gais teori nonton konser nabung kann orientasi ken nonto;0;;;;;
hu tao kayak tipikal suka dark jokes suka dark jokes sadar lawa ngehina ye;1;;;;;
aisr dark theme movies ramai pakai kata definis;-1;;;;;
dukung cok ketawa lihat dark jokes kyk gin;1;;;;;
cele hyunggg bengekk sksksk anjim spill bund resah moms xixixixi;-1;;;;;
cele hyunggg bengekk sksksk anjim spill bund resah moms xixixixi ap;-1;;;;;
dark jokes emang bener hanya digunain temen geng bener deket frekuensi;1;;;;;
evaluasi ku ken naro apply riwayat hidup internet pas liat hrd;0;;;;;
baca kanan kiri kiri kanan speak up ava;1;;;;;
komen aneh ngklaimnya dark jokes padahal ngotak;-1;;;;;
stand up comedy trauma speak up dark humor;-1;;;;;
minggu nonton tarung opini sirkel body shiming sampe dark jokes xixixi;-1;;;;;
dark jokes anjing;-1;;;;;
kepo lucu sumpah dark jokes salah;-1;;;;;
fess dark jokes hyung lucu paham bengek bgtt ciii mff hyuncc canda;1;;;;;
dark jokes jahat gua denger kawan dekat makasih aib jadi jokes;-1;;;;;
anak tiktok kuota sekarat ajah bingung sok sok dark jokes tsunami;-1;;;;;
only heeyak dark jokes mana only;-1;;;;;
hulll only heeyak nitip dahal;0;;;;;
dark jokes banget;1;;;;;
allah ngucapin hbd make umpat anjir gua bain umpat dem;0;;;;;
canda dark jokes canda receh tidak lucu;-1;;;;;
dark jokes emang bangsat;-1;;;;;
pakai poto takut dark jokes;-1;;;;;
fess dark jokes sensitif lucu dark jokes karena jokes ngga hanya pure hate;1;;;;;
fess bencana traumatik sedih beberapa etis jadi bercan;-1;;;;;
prison playbook bagus oom mula dominan dark jokes menye stranger;1;;;;;
ketawa dosa dark jokes kieu;1;;;;;
ketawa sama canda cok dark jokes hujat lawak;1;;;;;
fess dark jokes lucu tolol;-1;;;;;
ngecengin teman emang giat senang lucu sadar ngedarkjokesin sendiri love this dark jokes lucu;1;;;;;
dark jokes bawa tipis member jiketi kykya seru;1;;;;;
fess aduh bengek banget hyung dark jokes fuck tbh;1;;;;;
dark dapat jokes bodoh;-1;;;;;
kirim dark jokes kedok nyemangatin;1;;;;;
gue dark joke tabu tertawa;1;;;;;
banget ngebela dark jokes baper tidak;1;;;;;
its pasti gue bangga ogung lulus;1;;;;;
background emang dark jokes bangsat;-1;;;;;
kenapa sii dark jokes banget;1;;;;;
suka dark jokes tapi nyesek pas ngelawak hawa garing;1;;;;;
wwkkwkwkwkwwk iko buek awak tagalak bana kijok paruik awak sakal bang makan nasi padang;0;;;;;
twitter isnt twitter without selebtwit dokter problematika libtard moralis maha ngomong kasar;-1;;;;;
dark jokes gas lucu;1;;;;;
dark jokes diindo biasa banget ak liat;-1;;;;;
open minded ngata ngatain bawa asa ngerti dark jokes skip;-1;;;;;
dark jokes anak emang banget;1;;;;;
mas pakai alibi dark jokes dark jokes hanya ikuta;-1;;;;;
gue canda corona sulit ri birokrasi ruwet sekali celah birokr;-1;;;;;
ngerti banget baperan dark jokes canda otak jalan;1;;;;;
dark jokes versi kaya mikir;1;;;;;
canda alibi dark jokes kait dark jokes anjing emosi gua;-1;;;;;
mending dark jokes;-1;;;;;
kasih dark jokes bom ngerti;1;;;;;
kaya dark jokes malu jadi alas komenan mereka;1;;;;;
fess alibi dark jokes dark jokes mbah;-1;;;;;
dark jokes main christopher columbus;1;;;;;
sampe dark jokes kakak sumpah tolol banget;-1;;;;;
kenapa sebut dark jokes popular kaya gada batas wajar jokes imo ajasih;1;;;;;
muslim suka dark jokes dark jokes gambar dunia nihilisme nilai nilai;1;;;;;
fess pas dinasehatin dark jokes off baperan;1;;;;;
fess dark jokes sok gin;-1;;;;;
santai bos dark jokes balap bejat setan;-1;;;;;
semenjak bawa asa lupa maaf semenjak dark jokes lupa peng;-1;;;;;
buk ngajak anak bilik anak yatim piatu mending ajak beli;0;;;;;
fess tegor bilang gangerti jokes dark jokes alias hindar anak haram canda nak haram;-1;;;;;
dark jokes air kawand nikmat selamat pagi anak afrika;1;;;;;
warn dark jokes suka skip thanks;1;;;;;
pas hidup suka dark jokes;1;;;;;
suka anime suka nonton denger lagu sedih sampai nang nyebelin ngeledekin;-1;;;;;
tiktok malesin banget semenjak konten unsur sara kedok dark jokes judul;1;;;;;
bicara dark jokes tidak cuma batas yatim tinggal fresh sayang banget humor situ;1;;;;;
mikir syahputra oooohhh peng;1;;;;;
alele warning spoiler spoiler dark jokes gelap dark pokok dark jokes dark jokes dark jokes;-1;;;;;
indonesia dark jokes another level;-1;;;;;
lucu erin kang dark jokes;1;;;;;
tapi dark jokes kaum keren dark jokes cipta bener bener;1;;;;;
cepet cepat dark jokes drag jokes;1;;;;;
yak ngehina agama yakin manusia tuju;0;;;;;
gue makna film dalem dark jokes terus kaya keteba;1;;;;;
ngeri banget coyy komedi jokes dark terus akhir sadis gua;1;;;;;
dua salah bawa derteam satu dark jokes terimakasih;-1;;;;;
eksekusi dark jokes sempurna;1;;;;;
doang suka dark jokes pakai meme upin ipin;1;;;;;
bangga yak fans militan cok bangga ngomong hiya hiya hiyaaaaa sampe mati juang;1;;;;;
evaluasi ku ken naro apply riwayat hidup internet pas liat;0;;;;;
dark jokes ceunah nemu jokesnya mana;-1;;;;;
dark jokes baca sahadat auto teroris;-1;;;;;
dark jokes bibir bibir idih anjing;-1;;;;;
jatuh dark jokes;-1;;;;;
rep gelap butuh senter dark jokes sama ngalamin dark;-1;;;;;
tolong teman dark jokes mulu polri lucu;1;;;;;
followers tretan sama cok ikut suka dark jokes bilang keren;1;;;;;
ken dark jokes takut hujat warga twitter;-1;;;;;
anjrit dark jokes hapus;-1;;;;;
dark jokes dark ngomongnya diamdiam lucu nyindir;1;;;;;
hati apaseteg;0;;;;;
tabe nonton acara berita tv judul berita sesuai foto ketawa;1;;;;;
jakarta kota digitaltapi ebudgeting disharemalah tutup;0;;;;;
dark banget jadi jokes;1;;;;;
ken ngomongin agama dasar dark jokestapi teu;-1;;;;;
video dekat indonesia kau tengok dark jokes orang sensitive lansung sentuh bab agama;1;;;;;
gavinjoannou ngeributin dark jokes jokes lucu emang target tinggal skip ribet heran;1;;;;;
setan dark jokes indonesia;-1;;;;;
ngeributin dark jokes jokes lucu emang target tinggal skip ribet heran;1;;;;;
tumben dark jokes lucu nga rusak komen dark banget hyung;-1;;;;;
diorg level dark jokes gila;1;;;;;
frd dark jokes anjirrrrr parah bengek hyung;-1;;;;;
ava dark jokes tai lucu;1;;;;;
temenan sama rl gratis dark jokes ad;1;;;;;
untung emak gua gua biasa dark jokes;-1;;;;;
dark jokes gelap lurrr;-1;;;;;
lucu dark jokes bangsat capek;-1;;;;;
banggain dark jokes gilir kasih darkjokes beneran baperan;1;;;;;
dark jokes empati dark jokes kandung seks dan lain bagai tertawa;1;;;;;
not hubung lucu dark jokes hidup hari;1;;;;;
respect dan balik cacat ngelawaknya dark jokes;-1;;;;;
usaha konsisten berontak lingkung orang lempeng terus;1;;;;;
dark jokes tidak cocok kyk base;-1;;;;;
jaman dark jokes lucu;1;;;;;
kya tiktok anjing dark jokes dark jokes dri tiktok pelec;-1;;;;;
yaallah maaf internal dark jokes hard feelings;-1;;;;;
ye weii hafiz salah then indo tell us hafiz salah dark jokes kasar wei;-1;;;;;
dark jokes ngko kasi warga bengkulu kenek macet untung kabur;-1;;;;;
keluar dark jokes;-1;;;;;
dark jokes orang sumpah takleh bawak bincang lucu;1;;;;;
gila babi dark jokes indo neraka;-1;;;;;
vslumpia lucu cooookk dark jokes pdhal yesus main ps;1;;;;;
dark jokes bangett lucu;1;;;;;
indo dark jokes keras lucu;-1;;;;;
blik dark jokes mana paham bantu;-1;;;;;
kasus cok hanya ngejokes dark basi pakai jokes;-1;;;;;
lucu sut dark jokes;1;;;;;
liat tweet jokesdark jokes canda umatumatnya kecot mulu;0;;;;;
take cki dark jokes laku rugi anak lapar afrika;-1;;;;;
orangorang anggap jokesjokes singgung hina dalih dark;-1;;;;;
lucu main dark jokes ikut;1;;;;;
lawak suka ngaku dark jokes ajar sakadiyah maruf buku herstory;1;;;;;
pas video bokep link pas dark jokes barang stfu sattt;1;;;;;
dark jokes lucu udah terima berita;1;;;;;
awayday dark jokes dark jokes tay anjeng lucu hasil nyontek;1;;;;;
crowd bagus tulis kadang selip sexist jokes dark jokes preferensi;1;;;;;
gua sulit denger dark jokes yung;-1;;;;;
lelucon cok dark jokes tidak asal proses pikir dalam lawakanlawakannya nyeletuk;-1;;;;;
hitam ngatain putih ras putih ngatain hitam dark jokes;-1;;;;;
masuk dark jokes gas brengsek;-1;;;;;
bingung suka dark jokes ngehina selera jokes suka dark jokes;1;;;;;
ken dark jokes takut sakit hati;-1;;;;;
liar bercadanya humanity slogan dark jokes poreper;-1;;;;;
ribut dark jokes kaya nga perhati;1;;;;;
lucu dark jokes;1;;;;;
tinggal trending twitter lucu lucu keluar dark jokes lucu;1;;;;;
faker tiktok wakil negeri perlu tiktok dark jokes koleksi;1;;;;;
dark jokes tai kucing gin foto orang liat muka harga;-1;;;;;
etis liat profil komedian mostly ulas dark jokes;1;;;;;
orgnya suka canda jokes dark sama cringe;1;;;;;
dark jokes garis keras cok pardiedie;-1;;;;;
mention cok pardede lucu bener bener boleh juga dark jokes comedian bang;1;;;;;
gue sksd atur gue sksd terima lingkung dark jokes sok;-1;;;;;
kadang serius banget jalanin hidup mikir senda gurau tuhan next lv dark jokes;1;;;;;
naini dark jokes darknya dapat jokesnya dapat;1;;;;;
lucu dark jokes banget pacar sungging;1;;;;;
dark jokes gwe suka motret gwe mahir motret emang yha iyhabapak suka maen;1;;;;;
lucu dark jokes ever;1;;;;;
dark jokes mantap emang digituin timbang jahit doang anjir lumpuh;1;;;;;
jujur tai pikir dingin madam lin suka sebar dark jokes;-1;;;;;
parah gue ngakak baca dark jokes anjir dosa bet gue;-1;;;;;
orang humoris kasi dark jokes marah marah;-1;;;;;
viral banget dark jokes liar empati mati selera humor abnormal;1;;;;;
kadang lindung balik dark jokes anyone salty theyll said main tf;-1;;;;;
dark jokes tapi lucu;1;;;;;
bener bener milopppp buku kriminal teman frekuensi bener bener ku butuhin dengerin receh dark joke;-1;;;;;
pakar teliti dark jokes tidak analis kahh;1;;;;;
gsp pas dark jokes ketawa marahmarah lucu pas ngerti;1;;;;;
telat ngangkat dark jokes;-1;;;;;
jokes elu dark banget chuu ssi gue mati;1;;;;;
both them lucu poll prison playbook boring awalkaya dark jokes worth lanjutin gtuuu;1;;;;;
reccomended banget sumpah suka canda susah brainy jokeskadang nyerempet;-1;;;;;
anjir dark jokes udah cerita mamah;-1;;;;;
moga jatuh cinta suka dark jokesdank mes;1;;;;;
dark jokes seleb ignorant pandemi main rapid antigen percaya ngga;1;;;;;
cinta dark jokes;1;;;;;
kakak mu dosa adik sanding pelamin tinggal;-1;;;;;
nonton streamnya emang hilarious ras ngira jokes emang serius ngata;1;;;;;
open minded dark jokes kesini tameng adab etika ras;-1;;;;;
open minded dark jokes kesini tameng adab etik;-1;;;;;
dark jokes old lucu;1;;;;;
suka dark jokes gubernur;1;;;;;
gua ketawa dark jokes;1;;;;;
gue benar dark jokes benar waktu;1;;;;;
dark jokes banget gelaap gelaap;1;;;;;
bener tweetnya suka ngatangatain anak yatim jahat banget dark jokes;-1;;;;;
lucu model blog blog creepypasta dark jokes;1;;;;;
fess dark bangett jokes mu dark banget gue rindu ken run brightwin inbox;1;;;;;
sumanto dark banget tuhan jokes kuat;1;;;;;
gua penuh nama coba dark jokes lucu kecuali paman cok fix debat;1;;;;;
suka dark jokes ngga suka dark mode;1;;;;;
enggak nonton sadar dark jokes beneran dark jokes nothing people;-1;;;;;
kadang epsnya jokes dark terus kadang ngeri merinding;-1;;;;;
kirbalikk kadang epsnya jokes dark terus kadang ngeri merinding;-1;;;;;
bahan dark jokes lucu;1;;;;;
dark jokes jadi halhal tabu subjek objek tabu;-1;;;;;
ken beri jokes takut dark beri jokes kyk;-1;;;;;
tampang gantengcantik angin bebas;1;;;;;
bocah quarter life crisis internet depresi ngucapin ngelihatin meme dark jokes;-1;;;;;
adrian pikir pikir sekar;0;;;;;
sudut pandang ku pribadi dark jokes spongebob mudah terima;1;;;;;
dark jokes lucu hidup kalimat doang fix debat;1;;;;;
dark jokes susah paham;-1;;;;;
akun ributfess kemarin ndakikndakik ceramahin dark jokes segmentasi suka skip;-1;;;;;
dark jokes mood banget asli wkwkwkwkwkw;1;;;;;
emang banyak episode spongebob deep dark jokes amanah;1;;;;;
replied your post allah ketawa dark jokes dosa zi;-1;;;;;
keluar dark jokes rakyat twitter baperan;-1;;;;;
bayang ngga sw atoo teet selamat foto dua baca;1;;;;;
jrx penjara dark jokes;-1;;;;;
dark ora dark jokes;-1;;;;;
bilang lucu dark jokes akal pakai umpama;1;;;;;
ngerayakno meski ibukku wes bahagia ndek ndukor hindar dark jokes anak piatu gabisa raya;1;;;;;
ibu rupa anjiir dark joke canda dark jokes;1;;;;;
singgung dibecandain selera humor juang adil sosial sok bain;1;;;;;
ahahaha dark jokes gubernur kite;-1;;;;;
dark jokes asli badak gatau;1;;;;;
tahap mana jokes dark ketawa banget sakit perut psyco nyanyi lagu red velvet;1;;;;;
another dark jokes this sunny day yeah thats twitter selamat;1;;;;;
beda rame cok kemarin jokes luar kaum;0;;;;;
ngakak banget kasi erwin korban dark jokes;-1;;;;;
dark jokes realita lucu;1;;;;;
snjc bukti resah wkwkwkwkw ambil definisi;-1;;;;;
hina pakai topeng dark jokes dasar dark jokes;-1;;;;;
gua kasih referensi anthony jeselnik dark jokes bentuk;1;;;;;
bahas literasi main dark jokes hina;-1;;;;;
keluarin dark jokes gelap sejarah umat manusia;-1;;;;;
cokipardede ngejokes dicengin masyarakat akun anon sok dark jokes oke;1;;;;;
gapapa wajar ngeselin emang dark jokes konten;1;;;;;
isi hpku dark jokes anjing;-1;;;;;
isi menfess banyak nanya nonton legal actually its such great movement moga sende;1;;;;;
keren dark jokes;1;;;;;
notbadgalriri bahaya bundd masyarakat denger dark jokes;-1;;;;;
pinter dark jokes jokes abangabang pengkol;1;;;;;
dark jokes lucu dbilang jokes;1;;;;;
dark jokes siah lucu dark joke dark jokei taek kucing;1;;;;;
tunggu dark jokes selamat;1;;;;;
dapat tugas ucap kasih ibuk guru mas dark jokes gimana;1;;;;;
mentang sembarang dark jokes stop happy mothers day;1;;;;;
liar slogan ganti dark jokes lucu;1;;;;;
tuju ayo report akun ramai ramai tyda bahaya bayang sama keluarga tin;-1;;;;;
jalan pikir tertawa kurang laindark jokes;-1;;;;;
omong kontradiktif sakit hati gua ngomong;-1;;;;;
majelis lucu indonesia battle dark jokes bal dibatalin garagara gub komen gub diroasting ahahaha bacot;1;;;;;
benar warga twt gampang sensi padahal mana nama;1;;;;;
als ik eens nederlander was pamflet protes soewardi soerjaningrat soal apati belanda prakti;0;;;;;
iiiipa mbak jokes cok dark;1;;;;;
iiiipa cnk gatau real dark jokes tahu;1;;;;;
sama dukung cok dark jokes kaum dukung harus beda kasih jokes;1;;;;;
beda dukung cok dark jokes kaum harus sama berekspetasi idola palingg;1;;;;;
dark jokes senang;1;;;;;
sadel motor warna hitam suka dark jokes;1;;;;;
dark jokes post muka sepi lucu;1;;;;;
moonwalk neil armstrong kayak pas konspirasi dark jokes ahtaikl;-1;;;;;
humor batas dark jokes radimas;1;;;;;
mood gua gampang main jokes arah sex kelamin gua main alter karena;1;;;;;
imho cant find humor prespektifku dark jokes simpel komen dark jokes iku humor cerdas sg bik;1;;;;;
dark jokes asal kulminasi pahit alami ngakungaku dark sung;-1;;;;;
best bodo baca dark jokes kat tiktok lucu;1;;;;;
ngejokes garing self claimed dark jokes duu pusing banget;-1;;;;;
gantung canda deket banget perspective gue ofc almost because;0;;;;;
ken kasih dark jokes gatel banget;1;;;;;
dark jokes tai anjing;-1;;;;;
mau gerak henti mernormalisasi dark jokes emang lucu lewat;1;;;;;
kemaren rame aesthetic dark jokes sok iye;-1;;;;;
satu sisi emang dark humor beri tiktoknya jok;-1;;;;;
harap kabar positif bener minggu anniversary kasih positif qadaru;1;;;;;
up comedian sindir society maksud dark jokes pas show ajade;-1;;;;;
hina kurang fisik internet keren dark jokes gelap rendah nilai;1;;;;;
seperti komika ikut emang masalah jokesny;-1;;;;;
dark jokes dark jokes tay anjeng lucu hasil nyontek;1;;;;;
udang asli kritik alas gangerti dark jokes dark jokes bikin sama rasa anjir;1;;;;;
tidak gue udah akun jaman maba sampe jokes darkamppolitical;0;;;;;
jadi kalimat benar;1;;;;;
meme aot emang ngangkat topik sensitif nyaman bawa agama singgung;1;;;;;
duli konsi;0;;;;;
malfoy gue gapaham komedi dark jokes;1;;;;;
yak penuh debat dark jokes hina;1;;;;;
fix beda dark jokes hina;-1;;;;;
dark jokes bego;-1;;;;;
kesel asli soan suka dark jokes gilir kasih bener dark heh hoh doang ngerti lucu;1;;;;;
tidak pernah ketawa dark jokes ngeri bilang kaku anak keren;-1;;;;;
gue merespon publik komika jokes dark ditaro;-1;;;;;
omongin dark jokes inget akun anon malu retweet;-1;;;;;
hi babe not get point dark jokes ngalamin;-1;;;;;
gue suka konten dark jokes mampir gag kategori dark humor gue kunjung;1;;;;;
contoh dark jokes aman;1;;;;;
gue sibuk prioritasin tambah jokes gue dark banget kontak benar;1;;;;;
jokes mu gada dark darknya gelap hati nurani;-1;;;;;
mantap cobak dark jokes gik;1;;;;;
dosa ngakak jokes dark;-1;;;;;
dark jokes takut terima;-1;;;;;
dark jokes makasih;1;;;;;
gua takut mati kiamat ajar unggah meme turun nabi isa bilan;-1;;;;;
lupa kayak spesialis nyerang orangdark jokes;0;;;;;
parah ambil goreng ngakunya insensitive ngakunya dark jokes;-1;;;;;
uda kelewatangmna orngngga kasar sama luklo gamau dikasarin yaudah tidak usah;-1;;;;;
dark jokes canda banding ngatain fine fine;1;;;;;
tuhan jauh mulut pikir hamba dark jokes;-1;;;;;
hayyu mamm mutualan asupan jokes semi sampe dark lucu;1;;;;;
innalillahi inna ilaihi rajiun moga syekh ali jaber husnul khatimah allah;0;;;;;
mutheki nnenna jokes;0;;;;;
dark jokes bangsat lucu;1;;;;;
jadi dark jokes berita duka ku pecah pala kau;-1;;;;;
madura jarang dark jokes lbih banyak sahabat;1;;;;;
tidak mikir tidak akibat canda dark;-1;;;;;
niat dark jokes lucu selamat ulang bias terimakasih banyak;1;;;;;
vaksin dapat jatah suntik kepala batu langgar protokol sehat gua;1;;;;;
titan indonesia anak sma dark jokes sobat tiru;1;;;;;
bodoh nyari lucu dri dark jokes receh paham dark jokesasu;-1;;;;;
yok biasa maaf off baperan gatau kuat mental dark jokes;-1;;;;;
temen give dark jokes gue bisnis daun pas corona gin temen gue properti;1;;;;;
kakean dark jokes bagus;1;;;;;
bener dark jokes val lucu;1;;;;;
bullying tidak dibully hidup kayak im not really sure tidak sadar;-1;;;;;
basi dark jokes bahas umr jogja;-1;;;;;
gaul wc tempe gua kasih link ajar paket;1;;;;;
kaya gin dark jokes dark jokes mana;1;;;;;
mlack mink dark jokes;-1;;;;;
elu tempe mati bunuh bunuh perkosa doank;-1;;;;;
jaga sehat tertawa dark jokes;1;;;;;
gangerti endingnya mesti ketawa sindir dark jokes banget;-1;;;;;
emang karakter risma akash kompak karya denga;1;;;;;
emang karakter risma akash kompak berk;1;;;;;
sen gue inget jadi disabilitas bahan canda bahan ceng ceng tongkrong temen temen;0;;;;;
dosa dunia ngetawain dark jokes;-1;;;;;
dark jokes maaf;-1;;;;;
kemarin dark jokes sekarang gelap anjing rumah gua;-1;;;;;
dark jokes apa peduli kesel banget;1;;;;;
tuju jatuh ajar alias gatau bates gilir ingat jawab bawa asa;1;;;;;
dark jokes status ngeri ngeri kantor baca lucu;1;;;;;
bener duga dark jokes;1;;;;;
gua dark jokes adulnya komeng lucu malu lucu;-1;;;;;
apem bangsat dark jokes;-1;;;;;
efes dark jokes gia lucu banget tolong lucu;1;;;;;
isi au warning garing kyk krupuk kriuk kriuk ackerman obrol gore dark joke;-1;;;;;
plesetan misteri tau dark jokes doang;-1;;;;;
males canda dikit dark jokes tia smartfren selamat sore;1;;;;;
dark jokes parah bangsat;-1;;;;;
njimmdark jokes cukkk;0;;;;;
nang urus anjing dark jokes;-1;;;;;
followan lamaaa el nich dark jokes kamu;-1;;;;;
bangsat dark jokes gue gabusa henti ketawa;1;;;;;
tekon dark jokes hujat;-1;;;;;
apasii niat dark jokes garing hiyaaa bodoh;-1;;;;;
kakak layout dark tema darknya dark jokes;-1;;;;;
positip thinking dapat jokes lucu dark mulu;1;;;;;
ysryns area dark jokes lucu;1;;;;;
nyindir dark jokes;-1;;;;;
emang dark jokes beneran nanya;1;;;;;
lucu habis pikir dark jokes sisi mana;1;;;;;
maaf jbjb mkst dark jokes;-1;;;;;
lucu lucu gue kemarin anak tiktok kasih benar bilang dark jokes kaku hidup gada;1;;;;;
bocor grup fb shit posting bilang warga twitter boomer hanya dark jokes matamuuu;-1;;;;;
nak orang benda jenaka sumbang mahram jenayah dosa ko payah nak;-1;;;;;
