Text;Label
beer tim kreatif gak mikir emang sengaja nge dark jokes gin parah parah;negative
dark jokes aot kadang lucu kadang ofensif banget ya theres no in between;positive
lu ganti istri vi oh gin dark jokes ya;negative
ga lo bilang dark jokes kalo lo ledek kurang orang nama dark jokes jatuh;negative
kek dark jokes ya;negative
day online comedy festival presiden ajar podcast battle dark jokes desmber;positive
dark banget jokes nya jkt wkwk;positive
nadila keluar dark jokes nya;negative
jkt mentang mentang grad keluar dark jokes pas mc;positive
nadila hobi banget dark jokes lucu;positive
serius yak main medsos udah dijelasin sarkas eh;positive
moat pr mazak banana intehai ghatiya harkat hai kuch pia crash pr jokes crack kr dark humor sabit kr rhe thy kuc;positive
maaf jbjb bener banget sering bikin dark jokes begitu daichi dead fans;negative
oned gais teori kalo nonton konser nabung kann orientasi ken nonton konser;neutral
oned gais teori kalo nonton konser nabung kann orientasi ken nonto;neutral
hu tao kayak tipikal suka dark jokes suka bikin dark jokes ga sadar kalo lawa ngehina orang ye;positive
aisr dark tu theme of the movies ramai pakai kata ni definis;negative
dukung cok ketawa jg lihat dark jokes kyk gin;positive
cele hyunggg bengekk sksksk anjim spill bund resah ya moms xixixixi saya;negative
dark jokes emang bener hanya digunain temen geng bener deket banget frekuensi kalo;positive
evaluasi ku ken naro kalo apply kerja riwayat hidup saya internet pas liat hrd nya;positive
komen aneh skrg ngklaimnya dark jokes padahal ga ngotak cuy;negative
dark jokes banget dah ni;positive
minggu nonton tarung opini sirkel body shiming sampe dark jokes xixixi;negative
dark jokes anjing;negative
kepo gak lucu sumpah dark jokes salah;negative
fess dark jokes hyung lucu gitu ga paham bengek bgtt ciii mff hyuncc canda le;positive
dark jokes jahat gua denger kawan dekat wow makasih aib orang jadi jokes;negative
halah anak tiktok kuota sekarat ajah langsung bingung sok sok nge dark jokes tsunami;negative
only heeyak dark jokes nya mana dah only;negative
hulll only heeyak nitip kak dahal bilang klo dar;neutral
dark jokes banget ya bun lucu;positive
ya allah kalo ngucapin hbd orang kalo make ing tu umpat anjir gua bain ga umpat dem;neutral
canda dark jokes canda receh gitu tidak lucu;negative
haduh pakai poto takut dark jokes wkwk;negative
fess dark jokes sensitif lucu kalo dark jokes karena jokes nya ngga hanya pure hate;positive
fess bencana traumatik sedih beberapa orang etis jadi bercan;negative
prison playbook bagus oom mula dominan dark jokes ga menye stranger ba;positive
ketawa dosa ga dark jokes kieu euy;positive
yaaa aing ketawa sama canda cok dark jokes orang hujat bikin lawak aing;negative
fess dark jokes kalo lucu tolol;positive
ngecengin teman emang giat senang lucu gak sadar ngedarkjokesin sendiri love this dark jokes lucu;positive
dark jokes bawa tipis member jiketi kykya seru;positive
fess aduh bengek banget hyung dark jokes fuck you tbh;positive
dark nya dapat jokes nya bodoh;negative
kirim dark jokes kedok nyemangatin;positive
gue jg bilang dark joke tabu gak tertawa jd gak;positive
bs banget ngebela dark jokes bilang alah baper lu tidak lu;positive
yaaa its in the pasti gue bangga ama ogung udah lulus;positive
background nya emang dark jokes bangsat;negative
kenapa sii dark jokes banget;positive
suka pol dark jokes tapi nyesek klo pas ngelawak hawa garing;positive
wwkkwkwkwkwwk iko buek awak tagalak bana kijok paruik awak sakal bang makan nasi padang;neutral
dark jokes kah lucu;positive
twitter isnt twitter without selebtwit dokter problematika libtard moralis maha ngomong kasar;negative
dark jokes banget gas lucu;positive
lucu kesel pas sok ngedark jokes yatim gilir kasih tau;positive
dark jokes diindo biasa banget ak liat;negative
orang orang open minded ngata ngatain bawa asa kalo ga ngerti dark jokes skip;negative
thankyou nderm gue perhati dark jokes indo emang biasa banget lucu pokok ga;positive
dark jokes anak tt emang gk banget;positive
mas pakai alibi dark jokes lo tau arti dark jokes ga hanya ikuta;negative
gue canda corona sulit masuk ri birokrasi ruwet sekali celah masuk birokr;negative
ngerti banget ga baperan dark jokes canda otak jalan;positive
dark jokes versi kaya bikin mikir gitu ng;positive
canda alibi dark jokes ga kait dark jokes ya anjing emosi gua;negative
mending dark jokes;negative
kalo saya kasih dark jokes bom ngerti;negative
fess alibi dark jokes dark jokes mbah;negative
dark jokes main christopher columbus;positive
sampe bilang dark jokes kakak sumpah tolol banget;negative
kenapa ya sebut dark jokes popular kaya gada batas wajar jokes imo ajasih;positive
dark jokes tiktoo emang kek kontol;negative
muslim suka dark jokes dark jokes gambar dunia nihilisme nilai nilai;positive
fess dark jokes sok asik ya gin;negative
santai bos dark jokes ni balap bejat ama setan;negative
semenjak bawa asa lupa maaf semenjak dark jokes lupa kalo peng;negative
buk ga ngajak anak orang mah bilik gitu anak yatim piatu udah mending ajak beli;positive
fess kalo tegor bilang gangerti jokes ato dark jokes alias hindar anak haram canda nak haram;negative
dark jokes kayak air kawand orang nikmat selamat pagi anak afrika;positive
warn dark jokes kalo gk suka skip thanks;positive
pas hidup suka nya bikin dark jokes;positive
suka anime suka nonton denger lagu bikin sedih sampai nang nyebelin banget ngeledekin;positive
tiktok malesin banget semenjak konten unsur sara kedok dark jokes judul;positive
pagi dark jokes banget wkwk;positive
bicara dark jokes tidak cuma batas yatim tinggal fresh sayang banget kalo humor situ;positive
alele warning spoiler spoiler dark jokes gelap dark pokok dark jokes dark jokes dark jokes;negative
coffee to kisika bhi code word ho sakta hai raat coffe ho chuki hai tum coffee hot lag rahe ho mere dil mein coffee khayal;negative
indonesia dark jokes another level;negative
lucu tau la erin kang dark jokes;positive
tapi dark jokes kaum keren tau dark jokes cipta orang bener bener;positive
hayo cepet cepat bikin dark jokes drag jokes;positive
coffee to kisika bhi code word ho sakta hai raat coffe ho chuki hai tum coffee hot lag rahe ho mere dil mein coffee;negative
yak ngehina agama yakin manusia ga tuju da;neutral
gue makna film nya dalem banget nder dark jokes nya kena banget terus kaya ga keteba;positive
dark jokes kah maaf gue ketawa ya allah astaghfirullahaladzim;negative
gak dark jokes bahasa arab;negative
ngeri banget coyy kek komedi tp jokes nya dark banget terus akhir kek sadis gua;positive
dua salah bawa derteam trus satu bikin dark jokes terimakasih ni orang;negative
eksekusi dark jokes sempurna;positive
saya doang suka dark jokes pakai meme upin ipin;positive
bangga yak lu fans militan cok bangga ngomong hiya hiya hiyaaaaa sampe mati juang;positive
evaluasi ku ken naro kalo apply kerja riwayat hidup saya internet pas liat sam;positive
awokawokawok dark jokes ceunah ga nemu jokesnya mana;negative
dark jokes baca sahadat auto teroris;negative
dark jokes bibir bibir idih anjing;negative
jatuh dark jokes;negative
dark jokes banget dah;positive
rep nya bilang gelap banget butuh senter ya dark jokes sama orang ngalamin dark;negative
tolong teman dark jokes mulu polri lucu gpp deh;positive
followers tretan sama cok ikut suka dark jokes bilang keren;positive
ken nge dark jokes tp takut hujat warga twitter;negative
anjrit dark jokes hapus jgn ya wkwk;negative
dark jokes dark ngomongnya diamdiam lucu nyindir;positive
eh gak hati apaseteg;neutral
tabe nonton ka acara berita tv judul berita sesuai foto langsung ka ketawa;positive
metr good mouning fornicators uku shags nawaonyesha dark humour jokes wananiangalia vibaya;positive
dark jokes nya lucu;positive
good mouning fornicators uku shags nawaonyesha dark humour jokes wananiangalia vibaya;positive
jakarta kota digitaltapi ebudgeting ga disharemalah tutup;neutral
dark banget klo jadi jokes;positive
ken ngomongin agama dasar dark jokestapi aing teu;negative
video tu dah dekat orang indonesia kau tengok la dark jokes orang sensitive lansung sentuh bab agama la;positive
udah baca tapi ga ngakak ya dark jokes;negative
gavinjoannou orang ngeributin dark jokes kalo jokes ga lucu ya emang target tinggal skip ribet banget heran;positive
setan dark jokes indonesia;negative
orang ngeributin dark jokes kalo jokes ga lucu ya emang target tinggal skip ribet banget heran;positive
tumben dark jokes lucu nga rusak komen dark banget hyung;negative
diorg level dark jokes gila;positive
frd dark jokes anjirrrrr parah cu bengek hyung;negative
ava lo dark jokes tai lucu;positive
temenan sama rl gratis dark jokes ad mw kah;positive
untung emak gua gua biasa dark jokes wkwk;negative
dark jokes gelap lurrr;negative
gua ga dapat maksud dark jokes;negative
lucu dark jokes bangsat ah capek;negative
banggain dark jokes gilir kasih darkjokes beneran baperan;positive
dark jokes empati dark jokes kandung seks dan lain bagai tertawa;positive
can not hubung jd gak lucu dark jokes hidup hari;negative
respect mas dan balik cacat ngelawaknya dark jokes;negative
dark jokes tu kek iko;negative
usaha konsisten berontak lingkung orang lempeng terus;positive
dark jokes tidak cocok kyk base apalgi;negative
jaman dark jokes da lucu;positive
nya kya gitu tiktok ya anjing dark jokes dark jokes ga dri tiktok pelec;negative
ye weii hafiz ni salah then indo tell us what hafiz do ni salah but dark jokes kasar wei;negative
wkwk dark jokes ngko kasi warga bengkulu kenek macet untung langsung kabur;negative
keluar dark jokes;negative
dark jokes orang sumpah takleh bawak bincang lucu;positive
gila babi dark jokes indo ni neraka;negative
vslumpia lucu cooookk dark jokes pdhal yesus lg main ps;positive
dark jokes bangett lucu;positive
tp kne tapisla rosak akidah main dark jokes indonesia haha;positive
indo dark jokes keras lucu;negative
blik dark jokes nya mana gak paham mohon bantu;negative
kasus cok hanya ngejokes dark basi pakai jokes ja;negative
lucu sut dark jokes;positive
kalo liat tweet jokesdark jokes asik canda umatumatnya kecot mulu ya wkwk;neutral
beer my take on cki dark jokes laku rugi anak lapar afrika ga;negative
mas gimana orangorang anggap jokesjokes bikin singgung hina dalih dark;negative
lucu main dark jokes ikut iya;positive
lawak suka ngaku dark jokes gak ajar sakadiyah maruf buku herstory me;positive
orang orang pas lihat video bokep share link pas lihat dark jokes barang stfu sattt;positive
wow dark jokes ya lucu udah terima berita wkwk;positive
awayday dark jokes dark jokes tay anjeng udah ga lucu hasil nyontek;positive
gak sok tau kasih label dark jokes jokes sok jahat emang lu goblok;positive
it crowd bagus deh tulis kadang selip sexist jokes dark jokes preferensi saya;positive
gua sulit denger dark jokes yung;negative
lelucon cok dark jokes tidak asal proses pikir dalam lawakanlawakannya nyeletuk;negative
hitam ngatain putih ras putih ngatain hitam dark jokes;negative
masuk dark jokes gas woi brengsek;negative
bingung aj orang ga suka dark jokes ngehina selera jokes orang suka dark jokes;positive
ken dark jokes takut nek sakit hati;negative
liar kalo bercadanya humanity slogan nya dark jokes poreper ya;negative
ribut dark jokes sampai kaya nga perhati hadeh;positive
lucu dark jokes banget;positive
halah sok sok dark jokes ujung disodorin eruri nang;negative
tinggal trending twitter lucu lucu keluar dark jokes nya lucu;positive
faker la tiktok wakil negeri ni perlu tiktok dark jokes koleksi;positive
lawak suka ngaku dark jokes gak ajar sakadiyah maruf buku herstory;positive
dark jokes tai kucing gin bun foto orang liat muka harga;negative
ga etis liat profil komedian mostly ulas dark jokes;positive
saya orgnya suka canda jokes saya dark sama cringe;positive
dark jokes garis keras cok pardiedie;negative
mention cok pardede yaa lucu bener bener boleh juga lo dark jokes comedian bang;positive
kalo gue sksd tau atur maksud gue sksd terima lingkung dark jokes jgn sok;negative
kadang serius banget jalanin hidup mikir senda gurau mata tuhan the next lv of dark jokes;positive
naini dark jokes darknya dapat jokesnya dapat;positive
dark jokes banget waw;positive
lucu dark jokes banget pacar lihat ntar sungging;positive
dark jokes gwe suka motret gwe mahir motret emang gitu yha iyhabapak suka maen;positive
mah dark jokes anjing wkwk;negative
lucu dark jokes ever;positive
lucu dark jokes mantap emang kudu digituin timbang jahit doang anjir lumpuh;positive
jujur tai saya pikir dingin madam lin suka sebar dark jokes;negative
parah gue ngakak banget baca dark jokes anjir dosa bet gue;positive
dark jokesnya isilop emang dark gak jokes;negative
orang humoris kasi dark jokes marah marah;negative
viral banget dark jokes liar empati mati selera humor abnormal;positive
kadang lindung balik dark jokes and if anyone salty theyll said main lo tf;negative
dark jokes tapi lucu;positive
bener bener milopppp buku kriminal teman frekuensi bener bener ku butuhin dengerin receh dark joke;negative
pakar teliti dark jokes tidak analis kahh;positive
gsp pas dark jokes ketawa marahmarah bilang gak lucu pas ngerti jo;negative
telat ngangkat dark jokes lo;negative
jokes elu dark banget chuu ssi kah gue mati;positive
both of them lucu poll tp prison playbook boring awalkaya dark jokes gitu but worth to lanjutin gtuuu;positive
reccomended banget sumpah suka canda susah ato brainy jokeskadang nyerempet dar;positive
moga jatuh cinta orang suka dark jokesdank mes;positive
dark jokes seleb ignorant pandemi main rapid antigen percaya ngga;positive
cinta dark jokes;positive
kakak mu dosa adik sanding pelamin tinggal du;negative
saya nonton streamnya emang hilarious ras saya ngira jokes ya tp emang serius ngata;positive
open minded dark jokes kesini tameng orang orang tau adab etika ras;negative
open minded dark jokes kesini tameng orang orang tau adab etik;negative
dark jokes old lucu;positive
suka dark jokes gubernur;positive
kalo gua ketawa dark jokes gak;positive
lucu gua gak sakit hati mbk ketawa ngetawain mbknya ya gin;positive
gue lu benar bilang dark jokes gak benar lu tau waktu;positive
dark jokes banget gelaap gelaap;positive
bener kak tweetnya suka ngatangatain anak yatim jahat banget dark jokes;positive
lucu model blog blog creepypasta dark jokes;positive
fess dark bangett jokes mu dark banget lo gue jd rindu ya ken re run brightwin inbox ten;positive
sumanto dark banget tuhan jokes nya ga kuat;positive
gua penuh nama orang coba bikin dark jokes lucu kecuali paman cok fix no debat;positive
kamu suka dark jokes ngga suka dark mode dah ya;positive
ga beda dark jokes emang otak ga nyaut dok begitu canda;negative
kadang epsnya gt jokes nya dark terus kadang ngeri gt merinding;negative
kirbalikk kadang epsnya gt jokes nya dark terus kadang ngeri gt merinding;negative
bahan dark jokes lucu;positive
dark jokes jadi halhal tabu subjek objek tabu it;negative
ken beri jokes takut dark gak beri jokes kyk;negative
tampang gantengcantik angin bebas;positive
bocah quarter life crisis internet depresi ngucapin ngelihatin meme dark jokes;negative
adrian kalo pikir pikir sekar;neutral
lucu ngakak kali bangsat dark jokes kali;positive
sudut pandang ku pribadi dark jokes spongebob mudah terima;positive
dark jokes lucu hidup saya kalimat doang fix no debat;positive
dark jokes susah paham ya;negative
akun ributfess kemarin ndakikndakik ceramahin orang kalo dark jokes segmentasi kalo gak suka skip;negative
bang makasih akhirnyabtau gitu dapat kontra dark jokes;positive
dark jokes mood banget asli wkwkwkwkwkw;positive
emang banyak episode spongebob deep dark jokes amanah;positive
dark jokes ter nyata denger ponakan bib haikal ngucapin ta;positive
replied on your post ya allah ketawa dark jokes dosa ga zi;positive
keluar dark jokes tp rakyat twitter baperan;negative
bayang ngga bikin sw atoo teet selamat foto dua ama trus baca ama orang ya;positive
jrx penjara dark jokes;negative
dark ora dark jokes;negative
kalo bilang lucu gimana gitu ya dark jokes masuk akal pakai umpama ht;positive
yo ngerayakno meski ibukku wes bahagia ndek ndukor hindar dark jokes anak piatu gabisa raya;positive
gitu singgung dibecandain ga selera humor juang adil sosial sok bain orang;positive
ahahaha dark jokes gubernur kite wkwk;negative
dark jokes asli badak gitu gatau;positive
tahap mana jokes dark ketawa banget sampai sakit perut psyco nyanyi lagu red velvet;positive
another dark jokes for this sunny day yeah thats what twitter for orang selamat ha;positive
beda rame cok kemarin jokes nya orang luar kaum da;neutral
ngakak banget kasi erwin korban dark jokes;negative
dark jokes realita lucu;positive
snjc ya bukti lo resah wkwkwkwkw jd kalo ambil definisi lo bilang ya;negative
hina pakai topeng dark jokes dasar dark jokes ya;negative
saya bahas literasi lo main dark jokes banget hina;positive
apaa keluarin dark jokes ter gelap sejarah umat manusia;negative
saya ya nyambung lawa ni dok wkwk dark jokes banget bangkai;positive
cokipardede ngejokes dicengin masyarakat akun anon sok dark jokes tp oke;positive
gapapa don wajar ngeselin emang dark jokes konten;negative
isi hpku dark jokes dah anjing;negative
isi menfess skrg jd banyak nanya nonton legal mana actually its such great movement tp moga bkn krn sende;positive
keren dark jokes nya;positive
notbadgalriri bahaya bundd masyarakat denger dark jokes;negative
pinter dark jokes jokes abangabang pengkol gitu;positive
dark jokes banget ra;positive
dark jokes kalo ga lucu dbilang jokes ga;negative
eh dark jokes siah lucu dark joke dark jokei taek kucing;positive
tunggu dark jokes selamat;positive
mas dapat tugas bikin ucap kasih ibuk cok iki guru mas dark jokes ta gimana seh cok;positive
mentang ntar sembarang dark jokes so please stop it happy mothers day;positive
liar slogan ganti jd dark jokes lucu;positive
tuju reply an ayo report akun ramai ramai tyda bahaya bayang gak sama keluarga tin;negative
lu tau ga omong lu kontradiktif saya tau lu sakit hati gua ngomong gitu;negative
majelis lucu indonesia battle dark jokes bal dibatalin garagara gub komen gub diroasting ahahaha bacot;positive
benar warga twt orang gampang sensi padahal mana nama;positive
als ik eens nederlander was pamflet protes soewardi soerjaningrat soal apati orang belanda prakti;negative
iiiipa mbak jokes cok dark;positive
iiiipa cnk gatau the real dark jokes mah tahu;positive
sama dukung cok dark jokes kaum dukung harus beda kasih jokes bi;positive
beda dukung cok dark jokes kaum harus kalo sama berekspetasi idola palingg;positive
dark jokes senang;positive
orang sadel motor warna hitam suka dark jokes;positive
dark jokes gak kalo post muka mah sepi lucu;positive
moonwalk neil armstrong kayak gak gitu pas ah konspirasi dark jokes ahtaikl;negative
humor batas dark jokes nya radimas;positive
mood gua gampang main jokes arah sex kelamin gua main alter karena gak;positive
ya emang dark jokes mah ga hikmah ya dark ya raba mu kulit;negative
imho cant find the humor prespektifku dark jokes gak simpel komen iki dark jokes iku humor cerdas sg bik;positive
dark jokes asal kulminasi pahit alami ngakungaku dark sung;negative
best bodo baca dark jokes kat tiktok lucu;positive
ngejokes garing self claimed kalo dark jokes duu pusing banget;negative
gantung canda udah deket banget perspective gue ofc almost gak because;positive
ken kasih dark jokes gatel banget;positive
dark jokes tai anjing;negative
mau banget bikin gerak henti mernormalisasi dark jokes emang lucu lewat;positive
kemaren rame aesthetic dark jokes ya sok iye;negative
satu sisi ya emang dark humor udah beri tiktoknya khusus jok;positive
udah harap kabar positif eh bener minggu anniversary kasih positif tp qadaru;positive
lucu dark jokes;positive
stand up comedian gitu ya sindir society maksud dark jokes pas show ajade;positive
hina kurang fisik orang internet keren bilang dark jokes gelap rendah nilai;positive
seperti komika ya kak ga ikut kali emang masalah jokesny;negative
dark jokes dark jokes tay anjeng udah ga lucu hasil nyontek;positive
udang asli orang kl kritik alas gangerti dark jokes lo dark jokes cm bs bikin sama rasa anjir;positive
tidak gue udah follow ni akun jaman maba sampe skrg jokes nya darkamppolitical;neutral
dark jokes apa kalo emang tastenya katrok iqnya jongkok ya gitu ya orang tastenya katrok;positive
saya mending bilang otak ga sampe mahamin dark jokes ilang empati selam;positive
jadi kalimat benar jg orang tau;positive
meme aot emang ngangkat topik sensitif ga nyaman bawa agama singgung;positive
duli nya ga konsi;neutral
malfoy gue gapaham komedi tp dark jokes;positive
yak tl saya penuh debat dark jokes hina;positive
fix ni orang gk beda dark jokes hina;negative
dark jokes bego jgn;negative
kesel banget asli so soan suka dark jokes gilir kasih bener dark orang hah heh hoh doang ga ngerti lucu;positive
tidak pernah ketawa dark jokes ngeri bilang kaku ma anak keren;negative
gue merespon sbg publik komika bikin jokes dark ditaro;negative
kalo omongin dark jokes inget akun anon malu retweet;negative
hi babe you not get the point dark jokes orang udah ngalamin te;negative
gue suka konten dark jokes kalo mampir gag kategori dark humor gue kunjung me;positive
contoh dark jokes aman;positive
gue sibuk prioritasin tambah jokes gue kalo dark banget kalo lg kontak benar;positive
jokes mu gada dark darknya gelap hati nurani;negative
mantap mas cobak share dark jokes gik;positive
dosa tp ngakak gmn jokes nya dark;negative
dark jokes takut ga terima hmm;negative
dark jokes makasih;positive
gua takut mati kiamat lu ajar unggah meme turun nabi isa lu bilan;negative
nanad msi tp uda berani dark jokes ngeri ya moms;positive
heran dark jokes in orang tinggal ramein akun butut lo kek gak topik;negative
lupa kayak spesialis nyerang orangdark jokes;neutral
parah ambil goreng ngakunya orang insensitive ngakunya dark jokes;negative
dark jokes td gada respect banget;positive
lu uda kelewatangmna orngngga kasar sama luklo gamau dikasarin yaudah tidak usah bi;negative
tau kalo dark jokes kadar canda banding ngatain ya fine fine;positive
ya tuhan jauh mulut pikir hamba dark jokes enak banget;positive
hayyu mamm mutualan asupan jokes semi sampe dark lucu;positive
innalillahi wa inna ilaihi rajiun moga syekh ali jaber husnul khatimah ya allah;neutral
mutheki nnenna jokes tu;neutral
lesmana duh punten rumaos lepat abdi ieu dark jokes;negative
dark jokes bangsat lucu;positive
jadi dark jokes berita duka ku pecah pala kau;negative
mas mas madura jarang nge dark jokes lbih banyak sahabat;positive
niat dark jokes ga deh lucu selamat ulang ya mas bias terimakasih banyak;positive
vaksin udah dapat jatah suntik kepala batu langgar protokol sehat btw gua;positive
titan indonesia anak sma sbg dark jokes ya sobat gak tiru;positive
saya kek orang bodoh nyari lucu dri dark jokes saya receh ga paham dark jokesasu;negative
yok biasa maaf off baperan gatau kuat mental dark jokes bol;negative
temen give me dark jokes gue lu tau gak bisnis daun pas corona gin temen gak gue properti;positive
kakean dark jokes ga bagus bro;positive
iya bener dark jokes gitu val lucu;positive
bullying tidak dibully hidup kayak im not really sure saya tidak sadar;negative
udah basi dark jokes bahas umr jogja;negative
gaul jgn wc blm tempe banget gua kasih link untuk ajar paket;positive
kaya gin dark jokes dark jokes mana;positive
mlack mink dark jokes tidak ya kak;negative
elu tempe mati bunuh bunuh perkosa doank;negative
jaga sehat ya tertawa dark jokes;positive
gangerti endingnya mesti ketawa sindir dark jokes banget;negative
emang karakter risma akash kompak untuk karya denga;positive
emang karakter risma akash kompak untuk berk;positive
sen gue inget ya jadi disabilitas bahan canda bahan ceng ceng tongkrong lo temen temen;neutral
dosa dunia ngetawain dark jokes;negative
